Fecha;Cantidad Ingreso;MesN;Mes;Year
21/01/2022;13;1;Enero;2022
22/01/2022;11;1;Enero;2022
23/01/2022;11;1;Enero;2022
24/01/2022;12;1;Enero;2022
25/01/2022;15;1;Enero;2022
26/01/2022;5;1;Enero;2022
27/01/2022;11;1;Enero;2022
28/01/2022;9;1;Enero;2022
29/01/2022;12;1;Enero;2022
30/01/2022;11;1;Enero;2022
31/01/2022;4;1;Enero;2022
1/02/2022;8;2;Febrero;2022
2/02/2022;15;2;Febrero;2022
3/02/2022;7;2;Febrero;2022
4/02/2022;5;2;Febrero;2022
5/02/2022;7;2;Febrero;2022
6/02/2022;8;2;Febrero;2022
7/02/2022;8;2;Febrero;2022
8/02/2022;11;2;Febrero;2022
9/02/2022;12;2;Febrero;2022
10/02/2022;13;2;Febrero;2022
11/02/2022;9;2;Febrero;2022
12/02/2022;8;2;Febrero;2022
13/02/2022;15;2;Febrero;2022
14/02/2022;25;2;Febrero;2022
15/02/2022;23;2;Febrero;2022
16/02/2022;15;2;Febrero;2022
17/02/2022;17;2;Febrero;2022
18/02/2022;20;2;Febrero;2022
19/02/2022;16;2;Febrero;2022
20/02/2022;22;2;Febrero;2022
21/02/2022;24;2;Febrero;2022
22/02/2022;29;2;Febrero;2022
23/02/2022;29;2;Febrero;2022
24/02/2022;33;2;Febrero;2022
25/02/2022;17;2;Febrero;2022
26/02/2022;20;2;Febrero;2022
27/02/2022;24;2;Febrero;2022
28/02/2022;8;2;Febrero;2022
